movie_id,movie_title,release_date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western
74,Faster Pussycat! Kill! Kill! (1965),1-Jan-65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75,Brother Minister: The Assassination of Malcolm X (1994),1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Carlito's Way (1993),1-Jan-93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
77,Firm,,,,,,,,,,,,,,,,,,,,
78,Free Willy (1993),1-Jan-93,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,Fugitive,,,,,,,,,,,,,,,,,,,,
80,Hot Shots! Part Deux (1993),1-Jan-93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
81,Hudsucker Proxy,,,,,,,,,,,,,,,,,,,,
82,Jurassic Park (1993),1-Jan-93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,Much Ado About Nothing (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
84,Robert A. Heinlein's The Puppet Masters (1994),1-Jan-94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
85,Ref,,,,,,,,,,,,,,,,,,,,
86,Remains of the Day,,,,,,,,,,,,,,,,,,,,
87,Searching for Bobby Fischer (1993),1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,Sleepless in Seattle (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89,Blade Runner (1982),1-Jan-82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
90,So I Married an Axe Murderer (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
91,Nightmare Before Christmas,,,,,,,,,,,,,,,,,,,,
92,True Romance (1993),1-Jan-93,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,Welcome to the Dollhouse (1995),24-May-96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
94,Home Alone (1990),1-Jan-90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Aladdin (1992),1-Jan-92,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,Terminator 2: Judgment Day (1991),1-Jan-91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
97,Dances with Wolves (1990),1-Jan-90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
98,Silence of the Lambs,,,,,,,,,,,,,,,,,,,,
99,Snow White and the Seven Dwarfs (1937),1-Jan-37,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,Fargo (1996),14-Feb-97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
101,Heavy Metal (1981),8-Mar-81,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
102,Aristocats,,,,,,,,,,,,,,,,,,,,
103,All Dogs Go to Heaven 2 (1996),29-Mar-96,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,Theodore Rex (1995),29-Mar-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Sgt. Bilko (1996),29-Mar-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Diabolique (1996),1-Jan-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
107,Moll Flanders (1996),14-Jun-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,Kids in the Hall: Brain Candy (1996),12-Apr-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Mystery Science Theater 3000: The Movie (1996),19-Apr-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,Operation Dumbo Drop (1995),1-Jan-95,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111,Truth About Cats & Dogs,,,,,,,,,,,,,,,,,,,,
112,Flipper (1996),10-May-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Horseman on the Roof,,,,,,,,,,,,,,,,,,,,
114,Wallace & Gromit: The Best of Aardman Animation (1996),5-Apr-96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Haunted World of Edward D. Wood Jr.,,,,,,,,,,,,,,,,,,,,
116,Cold Comfort Farm (1995),23-Apr-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Rock,,,,,,,,,,,,,,,,,,,,
118,Twister (1996),10-May-96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,Maya Lin: A Strong Clear Vision (1994),1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,Striptease (1996),28-Jun-96,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
121,Independence Day (ID4) (1996),3-Jul-96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
122,Cable Guy,,,,,,,,,,,,,,,,,,,,
123,Frighteners,,,,,,,,,,,,,,,,,,,,
124,Lone Star (1996),21-Jun-96,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
125,Phenomenon (1996),29-Jun-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
126,Spitfire Grill,,,,,,,,,,,,,,,,,,,,
127,Godfather,,,,,,,,,,,,,,,,,,,,
128,Supercop (1992),26-Jul-96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,Bound (1996),4-Oct-96,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
130,Kansas City (1996),16-Aug-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Breakfast at Tiffany's (1961),1-Jan-61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,Wizard of Oz,,,,,,,,,,,,,,,,,,,,
133,Gone with the Wind (1939),1-Jan-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
134,Citizen Kane (1941),1-Jan-41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,2001: A Space Odyssey (1968),1-Jan-68,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
136,Mr. Smith Goes to Washington (1939),1-Jan-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,Big Night (1996),20-Sep-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,D3: The Mighty Ducks (1996),4-Oct-96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Love Bug,,,,,,,,,,,,,,,,,,,,
140,Homeward Bound: The Incredible Journey (1993),1-Jan-93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,20,,,,,,,,,,,,,,,,,,,,
142,Bedknobs and Broomsticks (1971),1-Jan-71,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,Sound of Music,,,,,,,,,,,,,,,,,,,,
144,Die Hard (1988),1-Jan-88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,Lawnmower Man,,,,,,,,,,,,,,,,,,,,
146,Unhook the Stars (1996),30-Oct-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,Long Kiss Goodnight,,,,,,,,,,,,,,,,,,,,
148,Ghost and the Darkness,,,,,,,,,,,,,,,,,,,,
149,Jude (1996),1-Nov-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,Swingers (1996),18-Oct-96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
151,Willy Wonka and the Chocolate Factory (1971),1-Jan-71,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Sleeper (1973),1-Jan-73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
153,Fish Called Wanda,,,,,,,,,,,,,,,,,,,,
154,Monty Python's Life of Brian (1979),1-Jan-79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Dirty Dancing (1987),1-Jan-87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
156,Reservoir Dogs (1992),1-Jan-92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
157,Platoon (1986),1-Jan-86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
158,Weekend at Bernie's (1989),1-Jan-89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Basic Instinct (1992),1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
160,Glengarry Glen Ross (1992),1-Jan-92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,Top Gun (1986),1-Jan-86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,On Golden Pond (1981),1-Jan-81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,Return of the Pink Panther,,,,,,,,,,,,,,,,,,,,
164,Abyss,,,,,,,,,,,,,,,,,,,,
165,Jean de Florette (1986),1-Jan-86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,Manon of the Spring (Manon des sources) (1986),1-Jan-86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,Private Benjamin (1980),1-Jan-80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Monty Python and the Holy Grail (1974),1-Jan-74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Wrong Trousers,,,,,,,,,,,,,,,,,,,,
170,Cinema Paradiso (1988),1-Jan-88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
171,Delicatessen (1991),1-Jan-91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
172,Empire Strikes Back,,,,,,,,,,,,,,,,,,,,
173,Princess Bride,,,,,,,,,,,,,,,,,,,,
174,Raiders of the Lost Ark (1981),1-Jan-81,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Brazil (1985),1-Jan-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,Aliens (1986),1-Jan-86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
177,Good,,,,,,,,,,,,,,,,,,,,
178,12 Angry Men (1957),1-Jan-57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,Clockwork Orange,,,,,,,,,,,,,,,,,,,,
180,Apocalypse Now (1979),1-Jan-79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
181,Return of the Jedi (1983),14-Mar-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
182,GoodFellas (1990),1-Jan-90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
183,Alien (1979),1-Jan-79,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
184,Army of Darkness (1993),1-Jan-93,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
185,Psycho (1960),1-Jan-60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
186,Blues Brothers,,,,,,,,,,,,,,,,,,,,
187,Godfather: Part II,,,,,,,,,,,,,,,,,,,,
188,Full Metal Jacket (1987),1-Jan-87,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
189,Grand Day Out,,,,,,,,,,,,,,,,,,,,
190,Henry V (1989),1-Jan-89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
191,Amadeus (1984),1-Jan-84,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
192,Raging Bull (1980),1-Jan-80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,Right Stuff,,,,,,,,,,,,,,,,,,,,
194,Sting,,,,,,,,,,,,,,,,,,,,
195,Terminator,,,,,,,,,,,,,,,,,,,,
196,Dead Poets Society (1989),1-Jan-89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,Graduate,,,,,,,,,,,,,,,,,,,,
198,Nikita (La Femme Nikita) (1990),1-Jan-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,Bridge on the River Kwai,,,,,,,,,,,,,,,,,,,,
200,Shining,,,,,,,,,,,,,,,,,,,,
201,Evil Dead II (1987),1-Jan-87,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
202,Groundhog Day (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
203,Unforgiven (1992),1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,Back to the Future (1985),1-Jan-85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205,Patton (1970),1-Jan-70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
206,Akira (1988),1-Jan-88,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
207,Cyrano de Bergerac (1990),1-Jan-90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
208,Young Frankenstein (1974),1-Jan-74,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
209,This Is Spinal Tap (1984),1-Jan-84,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
210,Indiana Jones and the Last Crusade (1989),1-Jan-89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,M*A*S*H (1970),1-Jan-70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
212,Unbearable Lightness of Being,,,,,,,,,,,,,,,,,,,,
213,Room with a View,,,,,,,,,,,,,,,,,,,,
214,Pink Floyd - The Wall (1982),1-Jan-82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
215,Field of Dreams (1989),1-Jan-89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,When Harry Met Sally... (1989),1-Jan-89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
217,Bram Stoker's Dracula (1992),1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
218,Cape Fear (1991),1-Jan-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,Nightmare on Elm Street,,,,,,,,,,,,,,,,,,,,
220,Mirror Has Two Faces,,,,,,,,,,,,,,,,,,,,
221,Breaking the Waves (1996),15-Nov-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222,Star Trek: First Contact (1996),22-Nov-96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,Sling Blade (1996),22-Nov-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
224,Ridicule (1996),27-Nov-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225,101 Dalmatians (1996),27-Nov-96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Die Hard 2 (1990),1-Jan-90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,Star Trek VI: The Undiscovered Country (1991),1-Jan-91,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,Star Trek: The Wrath of Khan (1982),1-Jan-82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,Star Trek III: The Search for Spock (1984),1-Jan-84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,Star Trek IV: The Voyage Home (1986),1-Jan-86,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,Batman Returns (1992),1-Jan-92,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
232,Young Guns (1988),1-Jan-88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
233,Under Siege (1992),1-Jan-92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Jaws (1975),1-Jan-75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,Mars Attacks! (1996),13-Dec-96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
236,Citizen Ruth (1996),13-Dec-96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
237,Jerry Maguire (1996),13-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
238,Raising Arizona (1987),1-Jan-87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Sneakers (1992),1-Jan-92,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
240,Beavis and Butt-head Do America (1996),20-Dec-96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Last of the Mohicans,,,,,,,,,,,,,,,,,,,,
242,Kolya (1996),24-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Jungle2Jungle (1997),7-Mar-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Smilla's Sense of Snow (1997),14-Mar-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
245,Devil's Own,,,,,,,,,,,,,,,,,,,,
246,Chasing Amy (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
247,Turbo: A Power Rangers Movie (1997),28-Mar-97,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Grosse Pointe Blank (1997),11-Apr-97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249,Austin Powers: International Man of Mystery (1997),2-May-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Fifth Element,,,,,,,,,,,,,,,,,,,,
251,Shall We Dance? (1996),11-Jul-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Lost World: Jurassic Park,,,,,,,,,,,,,,,,,,,,
253,Pillow Book,,,,,,,,,,,,,,,,,,,,
254,Batman & Robin (1997),20-Jun-97,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,My Best Friend's Wedding (1997),20-Jun-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,When the Cats Away (Chacun cherche son chat) (1996),20-Jun-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
257,Men in Black (1997),4-Jul-97,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
258,Contact (1997),11-Jul-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
259,George of the Jungle (1997),1-Jan-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Event Horizon (1997),1-Jan-97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
261,Air Bud (1997),1-Aug-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
